confid,dist_name,params
11_hour_17,powerlognorm,"[2.163743153597495, 1.185608252372727, 0.07942188855743737, 1.5269178994970285]"
11_hour_18,powerlognorm,"[12.637635617200417, 1.732647383609152, 0.1250716818405672, 14.36192573154939]"
11_hour_19,gamma,"[1.3446981130341698, 0.16992207656748312, 0.888209531169958]"
11_hour_20,lognorm,"[0.6409013235782199, -0.0746959521028983, 1.1229153464619905]"
11_hour_21,lognorm,"[0.7073873568578708, -0.04638518735792607, 0.9771115768118954]"
11_hour_22,powerlognorm,"[0.4142883018964483, 0.49741594640468584, -0.08958691247385839, 0.5975985065948927]"
11_hour_23,beta,"[1.4402169124848023, 6845804280466.442, 0.07846012128286706, 3532464439121.373]"
12_hour_0,gamma,"[1.149384785042551, 0.06150075815156991, 0.5461537947969248]"
12_hour_1,powerlognorm,"[9.18272333439317, 1.8098193380493188, 0.05699723407744575, 4.505523511831926]"
12_hour_2,powerlognorm,"[2.34615081919854, 1.3559423281855278, 0.05311918200652946, 0.6462392348192593]"
12_hour_3,lognorm,"[1.0410226121115986, 0.05164778766266548, 0.24238484829350337]"
12_hour_4,lognorm,"[1.0218907351968358, 0.0517647658242826, 0.2349166379957771]"
12_hour_5,lognorm,"[1.0305142729036256, 0.049625920679250715, 0.23933914267918227]"
12_hour_6,powerlognorm,"[0.1771730406277791, 0.47965166113226415, 0.02547317690676331, 0.11420376892427667]"
12_hour_7,powerlognorm,"[0.162571686301812, 0.4894657480496345, 0.010839884205891043, 0.15194542050678073]"
12_hour_8,powerlognorm,"[0.7209257193349669, 0.9064927956288433, 0.03239977745205161, 0.4216844117004488]"
12_hour_9,powerlognorm,"[0.08220269015638076, 0.3592383031994404, -0.048501409876632894, 0.18882369736417037]"
12_hour_10,powerlognorm,"[0.11713290754386005, 0.4106088170896267, -0.0724348885987729, 0.22804362820619084]"
12_hour_11,powerlognorm,"[0.10950614644665796, 0.3795500710130844, -0.10370711200783861, 0.2615004883794745]"
12_hour_12,powerlognorm,"[0.17080558865465092, 0.4744041740112541, -0.09572536811495017, 0.2971340382376685]"
12_hour_13,lognorm,"[0.9623724094779624, -0.03390476163508584, 0.7307648498837529]"
12_hour_14,powerlognorm,"[0.49372292441471866, 0.7579168548985349, -0.032755269910680965, 0.4006079300872341]"
12_hour_15,lognorm,"[1.0844797463537341, 0.031557747269459396, 0.6269322086389403]"
12_hour_16,powerlognorm,"[14.409396747264001, 1.944492210130048, 0.07871497329904505, 18.98723571668365]"
12_hour_17,powerlognorm,"[25.62359630796122, 2.042135785713488, 0.13176805071281258, 44.93621035204886]"
12_hour_18,powerlognorm,"[0.006492817600103205, 0.07437828813739007, -0.2889647836189409, 0.47526288890782775]"
12_hour_19,powerlognorm,"[94.5655559958123, 2.264149018225323, 0.172050099251011, 250.69268799119152]"
12_hour_20,beta,"[1.4189997121111007, 1340179.9928197549, 0.17942480281557044, 1207059.3401910746]"
12_hour_21,powerlognorm,"[0.5948058037007868, 0.6047980607858027, -0.08298343355582904, 0.8214042004373142]"
12_hour_22,lognorm,"[0.7420437294178425, -0.050756049749088095, 0.9993247528918805]"
12_hour_23,beta,"[1.3111904772251108, 11.305310182449853, 0.08315681990448898, 8.244576147330987]"
