cells,panels,penalty_v,penalty_p,cost,sum_d
70,40,2797.0887939114573,81.845625893708,33980,34485.37446901628
80,40,2663.7261059258894,12.345433178395577,34720,34485.37446901628
90,40,2756.865765548658,0.5352899435383742,35460,34485.37446901628
100,40,2869.1223998588603,0.03310160808196816,36200,34485.37446901628
110,40,2985.6849936290764,0.0,36940,34485.37446901628
120,40,3104.016781090255,0.0,37680,34485.37446901628
130,40,3223.683027652343,0.0,38420,34485.37446901628
140,40,3343.887028713213,0.0,39160,34485.37446901628
150,40,3464.5018549131273,0.0,39900,34485.37446901628
160,40,3585.8470093932647,0.0,40640,34485.37446901628
170,40,3708.2689180751527,0.0,41380,34485.37446901628
180,40,3830.8984894196306,0.0,42120,34485.37446901628
190,40,3953.306922226118,0.0,42860,34485.37446901628
200,40,4074.9921158365023,0.0,43600,34485.37446901628
70,45,2359.593391713316,271.71163037192656,37580,34485.37446901628
80,45,1727.5777595626582,127.08233131306878,38320,34485.37446901628
90,45,1377.4774001256592,62.74204473794483,39060,34485.37446901628
100,45,1225.8665769634442,35.68712192304467,39800,34485.37446901628
110,45,1148.6592710211107,23.879620171903547,40540,34485.37446901628
120,45,1127.0263614822115,17.398864078692345,41280,34485.37446901628
130,45,1150.4261333139884,13.675296930413081,42020,34485.37446901628
140,45,1201.5983523823456,11.148641722146259,42760,34485.37446901628
150,45,1258.9511611103367,9.503670920187504,43500,34485.37446901628
160,45,1328.3290156884948,8.39467833984072,44240,34485.37446901628
170,45,1405.6417702667422,7.524056837663708,44980,34485.37446901628
180,45,1476.8114859269533,6.8712333560659244,45720,34485.37446901628
190,45,1549.5825022877061,6.242033530867897,46460,34485.37446901628
200,45,1627.3508956944395,5.718736287564659,47200,34485.37446901628
70,50,2275.2335190161753,500.25196977790347,41180,34485.37446901628
80,50,1501.929193527183,330.54896685342527,41920,34485.37446901628
90,50,931.1241915571293,239.6978200688148,42660,34485.37446901628
100,50,555.5515710164296,200.9405406196833,43400,34485.37446901628
110,50,325.9553930477968,180.3221253405891,44140,34485.37446901628
120,50,181.04013054765664,169.00559243454876,44880,34485.37446901628
130,50,95.0322397091107,160.87554739423328,45620,34485.37446901628
140,50,49.193601546123176,154.7650955424738,46360,34485.37446901628
150,50,26.46185049291356,149.62603903791486,47100,34485.37446901628
160,50,12.821593591156962,145.42258031573098,47840,34485.37446901628
170,50,6.2806676176623215,141.84235734608478,48580,34485.37446901628
180,50,3.1996666223384476,138.70820936722512,49320,34485.37446901628
190,50,1.7455294119681333,135.965340220697,50060,34485.37446901628
200,50,1.009705122008598,133.60923958305298,50800,34485.37446901628
70,55,2261.266165084839,724.1379739855446,44780,34485.37446901628
80,55,1470.6002521821028,537.5234036384344,45520,34485.37446901628
90,55,879.5834617364303,432.14547587407503,46260,34485.37446901628
100,55,485.0030526695643,377.4420921294582,47000,34485.37446901628
110,55,247.68461231360186,347.4558588847512,47740,34485.37446901628
120,55,117.61300045868808,326.22195373590495,48480,34485.37446901628
130,55,51.63500064114517,309.61954810010127,49220,34485.37446901628
140,55,21.782665044536426,295.6532803795173,49960,34485.37446901628
150,55,8.9698972829235,283.79602505400777,50700,34485.37446901628
160,55,3.929210112034932,273.5559387920288,51440,34485.37446901628
170,55,2.0936878655937914,264.5984510808151,52180,34485.37446901628
180,55,1.231473476815874,256.7495812935474,52920,34485.37446901628
190,55,0.8244678559342346,249.8124886097408,53660,34485.37446901628
200,55,0.6480419199819601,243.63232261032454,54400,34485.37446901628
70,60,2259.6321795812996,961.5419003865752,48380,34485.37446901628
80,60,1467.0789843486762,733.858966557663,49120,34485.37446901628
90,60,874.0719948339726,615.5453016757257,49860,34485.37446901628
100,60,477.97067332484863,547.3310653798574,50600,34485.37446901628
110,60,239.4028561172314,503.3652599142026,51340,34485.37446901628
120,60,110.27162918682478,471.67643819085254,52080,34485.37446901628
130,60,47.08620064560903,445.87124246090383,52820,34485.37446901628
140,60,19.35692561456826,423.9858010403607,53560,34485.37446901628
150,60,7.7868687915716555,405.22776962332415,54300,34485.37446901628
160,60,3.520789507649205,388.97014795368017,55040,34485.37446901628
170,60,1.925926288626295,374.71390708220497,55780,34485.37446901628
180,60,1.1623527126062874,362.0988763248039,56520,34485.37446901628
190,60,0.8023367755943303,350.91866983706814,57260,34485.37446901628
200,60,0.6432567880526726,340.9482182149502,58000,34485.37446901628
70,65,2259.4623725344372,1187.551904821991,51980,34485.37446901628
80,65,1466.4863552684085,942.2132186400854,52720,34485.37446901628
90,65,873.0793810789829,794.2576033095651,53460,34485.37446901628
100,65,477.13865688366474,712.9329753508453,54200,34485.37446901628
110,65,238.54540879710328,656.4251501546609,54940,34485.37446901628
120,65,109.31868339610524,613.5973075722006,55680,34485.37446901628
130,65,46.514499683174414,578.41235585165,56420,34485.37446901628
140,65,19.114071790695395,548.443073508707,57160,34485.37446901628
150,65,7.591406808888597,522.7179220688092,57900,34485.37446901628
160,65,3.426736508867519,500.3405398926456,58640,34485.37446901628
170,65,1.8914992883286934,480.66161672641107,59380,34485.37446901628
180,65,1.1607533855022638,463.185500803514,60120,34485.37446901628
190,65,0.8023367755943303,447.61889028920643,60860,34485.37446901628
200,65,0.6432567880526726,433.66579066594255,61600,34485.37446901628
70,70,2259.325229677294,1400.197278595734,55580,34485.37446901628
80,70,1466.3463552684086,1140.9589110215113,56320,34485.37446901628
90,70,872.9520911410268,971.8844282675257,57060,34485.37446901628
100,70,476.9203853615916,872.1563974279918,57800,34485.37446901628
110,70,238.4223094191529,803.4080302186113,58540,34485.37446901628
