confid,dist_name,params
11_hour_19,lognorm,"[0.6092526323047651, -0.16175103979644426, 0.8329887253573531]"
11_hour_20,lognorm,"[0.5931263617367003, -0.15181493208635455, 0.7785284921778819]"
11_hour_21,lognorm,"[0.566796402367228, -0.15062011593443758, 0.742093216234915]"
11_hour_22,lognorm,"[0.5913625697757723, -0.12310812067806681, 0.647080665156678]"
11_hour_23,powerlognorm,"[0.012389049860169393, 0.07904201213141007, -0.270068593713517, 0.29074228208363506]"
12_hour_0,powerlognorm,"[0.7673764761315502, 0.77785912764312, -0.028698417483250173, 0.2554571165493986]"
12_hour_1,powerlognorm,"[0.17654161594097476, 0.39496914251994175, -0.04430372485785474, 0.11372145205343893]"
12_hour_2,powerlognorm,"[0.20438942998300333, 0.3866799222195083, -0.04178941472516136, 0.11025059765851097]"
12_hour_3,powerlognorm,"[0.229711158463919, 0.3849563998741079, -0.04284050605615774, 0.1134998281612213]"
12_hour_4,powerlognorm,"[0.2263685427193651, 0.3845851554057456, -0.04065981426985789, 0.11034556772514828]"
12_hour_5,powerlognorm,"[0.2111153139477719, 0.38603839281743774, -0.04176420334019573, 0.11079873616984903]"
12_hour_6,powerlognorm,"[0.20954829314930212, 0.4026434046079479, -0.049135549706770476, 0.13056996602592746]"
12_hour_7,powerlognorm,"[0.19187567007825027, 0.40424958131395683, -0.06188330867190439, 0.16826622028390598]"
12_hour_8,powerlognorm,"[0.23493276459619683, 0.4192807343661549, -0.08810126521569697, 0.24082845720728724]"
12_hour_9,powerlognorm,"[0.267669669739781, 0.467000201765561, -0.08007739020361904, 0.24217483552399965]"
12_hour_10,lognorm,"[0.870388933904778, -0.033750042962725345, 0.4106775088342306]"
12_hour_11,lognorm,"[0.9186378054114855, -0.02803500889051537, 0.3889200362334766]"
12_hour_12,lognorm,"[0.9282369521392628, -0.02696790905897143, 0.38709527752177986]"
12_hour_13,lognorm,"[0.9108044580520942, -0.029913973393513427, 0.40292465346652806]"
12_hour_14,lognorm,"[0.903366506742578, -0.03056540108834814, 0.4006226406291723]"
12_hour_15,lognorm,"[0.8777650594236082, -0.035985383066289775, 0.42493344135023847]"
12_hour_16,lognorm,"[0.7945315855808865, -0.06610308515540902, 0.5615405521618136]"
12_hour_17,powerlognorm,"[25.144804920450134, 1.70850180024045, -0.029336895447575354, 18.09383295480304]"
12_hour_18,lognorm,"[0.6639575661929042, -0.15466376077080898, 0.8561301831169156]"
12_hour_19,lognorm,"[0.6376248496300617, -0.16312772055577412, 0.860960419294325]"
12_hour_20,lognorm,"[0.6147547680650904, -0.1588378695139097, 0.8166544161550019]"
12_hour_21,powerlognorm,"[0.9907174905233855, 0.5903652319490102, -0.15791419386507774, 0.7773084128477155]"
12_hour_22,lognorm,"[0.6094331624937062, -0.13291009813181884, 0.6892344983858082]"
12_hour_23,powerlognorm,"[7.507545636192455, 1.3669320291046858, -0.023576044678677063, 2.8237408851066066]"
