confid,dist_name,params
12_hour_1,beta,"[1.363766846196477, 9685312.816345349, 0.042704613587212586, 1586132.2358223214]"
12_hour_2,beta,"[1.607565527966706, 142531061577.09915, 0.043317364515457424, 16725762956.918188]"
12_hour_3,beta,"[1.9062674668909643, 1781736.9966578837, 0.04324858764923316, 153818.57108375325]"
12_hour_4,beta,"[1.9347627622524297, 6059279326.245148, 0.04210671256036659, 499719066.09935075]"
12_hour_5,beta,"[1.63405311545368, 6125900189.834196, 0.04731073664565098, 619868602.4478668]"
12_hour_6,powerlognorm,"[0.06958963169400588, 0.3265737649929161, 0.03454270808432918, 0.05534418098403089]"
12_hour_7,powerlognorm,"[0.07556341271033695, 0.3480987199414651, 0.0238530327598183, 0.0906938454731385]"
12_hour_8,powerlognorm,"[1.0842726655860009, 0.7666234362408423, 0.013024540102294636, 0.4122765810275708]"
12_hour_9,powerlognorm,"[0.15249311729809295, 0.3626583511998963, -0.026200799511436782, 0.17732957094442547]"
12_hour_10,powerlognorm,"[0.17782927732206644, 0.4291896308720917, -0.010136162741834386, 0.14993458281122277]"
12_hour_11,powerlognorm,"[0.19415546390542973, 0.5074337935325582, 0.004084066215643151, 0.12777545663200696]"
12_hour_12,powerlognorm,"[0.1457597416420367, 0.4837908621092746, 0.010329057053993892, 0.11228899704517178]"
12_hour_13,powerlognorm,"[0.29618103743241586, 0.616725997862996, 0.007629187716896861, 0.16009962619036125]"
12_hour_14,powerlognorm,"[0.14866231104371921, 0.45565969564302694, -0.0019269419816387596, 0.11713319261307142]"
12_hour_15,powerlognorm,"[0.12351585472690206, 0.38817338497215603, -0.007141430646346869, 0.12800002234908237]"
12_hour_16,powerlognorm,"[0.3703533325027963, 0.6211890933095146, -0.0008475093297637909, 0.24918094254469175]"
12_hour_17,lognorm,"[0.7729808158387559, -0.0041406490395310015, 0.5968292778632711]"
12_hour_18,lognorm,"[0.7332304878930671, -0.0042842979840522245, 0.5921587026257387]"
12_hour_19,lognorm,"[0.7121568294989533, -0.019856899568456564, 0.6157493916834291]"
12_hour_20,powerlognorm,"[0.23978575058971338, 0.3824893610486347, -0.09235763337641648, 0.354474186886785]"
12_hour_21,powerlognorm,"[0.3529414451069377, 0.4411599819853127, -0.08393475908155658, 0.3800863190772341]"
12_hour_22,powerlognorm,"[0.3120287383167109, 0.38256574488768114, -0.08347452664339966, 0.34837160719532556]"
12_hour_23,lognorm,"[0.7590917275159863, 0.0019681330106651996, 0.3526449292619501]"
